"id","name","symbol","slug","num_market_pairs","date_added","tags","max_supply","circulating_supply","total_supply","platform","cmc_rank","last_updated","quote"
74,"Dogecoin","DOGE","dogecoin",270,"2013-12-15T00:00:00.000Z","[""mineable"",""pow"",""scrypt"",""medium-of-exchange"",""memes"",""payments""]",,126411654641.329,126411654641.329,,47,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":0.00271406384851,""volume_24h"":38488445.0784796,""percent_change_1h"":0.0739453,""percent_change_24h"":0.731352,""percent_change_7d"":-2.83771,""market_cap"":343089301.8923624,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
4195,"FTX Token","FTT","ftx-token",32,"2019-07-31T00:00:00.000Z","[""marketplace"",""derivatives""]",,94346957.5237492,345219293.590977,"{""id"":1839,""name"":""Binance Coin"",""symbol"":""BNB"",""slug"":""binance-coin"",""token_address"":""FTT-F11""}",48,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":3.63294435789,""volume_24h"":11880962.2682413,""percent_change_1h"":-0.0331247,""percent_change_24h"":-0.0299969,""percent_change_7d"":-5.05579,""market_cap"":342757247.0199922,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
109,"DigiByte","DGB","digibyte",102,"2014-02-06T00:00:00.000Z","[""mineable"",""pow"",""multiple"",""medium-of-exchange"",""privacy"",""payments""]",21000000000,13585716853.782,13585716853.782,,49,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.0251991319492,""volume_24h"":8395533.12063004,""percent_change_1h"":1.306,""percent_change_24h"":2.58586,""percent_change_7d"":7.53216,""market_cap"":342348271.6229229,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
5198,"Creditcoin","CTC","creditcoin",4,"2020-01-31T00:00:00.000Z","[]",2000000000,567790329,667471478,,207,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.586249619308,""volume_24h"":3443782.3915544,""percent_change_1h"":0.214458,""percent_change_24h"":1.15147,""percent_change_7d"":-3.56454,""market_cap"":332866864.22301406,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
5567,"Celo","CELO","celo",17,"2020-05-22T00:00:00.000Z","[]",1000000000,124447717,1000000000,,50,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":2.54291831193,""volume_24h"":5872521.08549857,""percent_change_1h"":1.20442,""percent_change_24h"":1.14551,""percent_change_7d"":22.347,""market_cap"":316460378.43718237,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
3718,"BitTorrent","BTT","bittorrent",144,"2019-01-31T00:00:00.000Z","[""platform"",""distributed-computing"",""filesharing"",""ipfs""]",,988106103802,990000000000,"{""id"":1958,""name"":""TRON"",""symbol"":""TRX"",""slug"":""tron"",""token_address"":""1002000""}",51,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.000317193247777,""volume_24h"":125571916.032519,""percent_change_1h"":0.404883,""percent_change_24h"":5.75167,""percent_change_7d"":-4.72009,""market_cap"":313420584.2132339,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
5034,"Kusama","KSM","kusama",43,"2019-12-12T00:00:00.000Z","[""substrate""]",,8470098.05726206,9651217.45126206,,52,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":36.586925374,""volume_24h"":31943370.249575,""percent_change_1h"":-0.643428,""percent_change_24h"":1.50506,""percent_change_7d"":-19.8321,""market_cap"":309894845.5315094,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
5815,"BitcoinPoS","BPS","bitcoinpos",6,"2020-07-07T00:00:00.000Z","[]",21000000,3649952.1300042,3861406,,208,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":82.5482100953,""volume_24h"":1197449.10999833,""percent_change_1h"":3.78952,""percent_change_24h"":1.32777,""percent_change_7d"":20.5572,""market_cap"":301297015.2653745,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
1896,"0x","ZRX","0x",241,"2017-08-16T00:00:00.000Z","[""platform"",""decentralized-exchange"",""defi"",""substrate"",""polkadot""]",,743255195.931787,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xe41d2489571d322189246dafa5ebde1f4699f498""}",53,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":0.404833703801,""volume_24h"":46140028.2339254,""percent_change_1h"":-0.0252172,""percent_change_24h"":4.77959,""percent_change_7d"":-2.39956,""market_cap"":300894753.8384033,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
3695,"Hyperion","HYN","hyperion",10,"2019-01-14T00:00:00.000Z","[""platform"",""geospatial-services""]",,316765917.406,10000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xe99a894a69d7c2e3c92e61b64c505a6a57d2bc07""}",54,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.830009158145,""volume_24h"":3567278.32685575,""percent_change_1h"":0.105081,""percent_change_24h"":5.53927,""percent_change_7d"":3.77974,""market_cap"":262918612.43518266,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
1934,"Loopring","LRC","loopring",87,"2017-08-30T00:00:00.000Z","[""marketplace"",""decentralized-exchange"",""defi""]",,1142805024.30525,1374513896.69082,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xbbbbca6a901c926f240b89eacb641d8aec7aeafd""}",55,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":0.220340690512,""volume_24h"":75091972.7767648,""percent_change_1h"":-0.697136,""percent_change_24h"":-3.09092,""percent_change_7d"":-16.2963,""market_cap"":251806448.17600173,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
5268,"Energy Web Token","EWT","energy-web-token",10,"2020-03-28T00:00:00.000Z","[""energy"",""enterprise-solutions"",""identity"",""substrate""]",100000000,30062138,48638535.4433,,56,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":8.30370759004,""volume_24h"":638660.766509006,""percent_change_1h"":0.320372,""percent_change_24h"":-1.61481,""percent_change_7d"":-16.1764,""market_cap"":249627203.4834299,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
1274,"Waves","WAVES","waves",160,"2016-06-02T00:00:00.000Z","[""lpos"",""platform"",""smart-contracts""]",,103104598,103104598,,57,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":2.40612796614,""volume_24h"":43345719.3618195,""percent_change_1h"":0.0874479,""percent_change_24h"":1.13699,""percent_change_7d"":-2.61042,""market_cap"":248082856.68542233,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
3330,"Paxos Standard","PAX","paxos-standard",176,"2018-09-27T00:00:00.000Z","[""store-of-value"",""stablecoin"",""stablecoin-asset-backed""]",,244951954.494264,249952064.83,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x8e870d67f660d95d5be530380d0ec0bd388289e1""}",58,"2020-09-26T03:51:15.000Z","{""USD"":{""price"":1.0023830612,""volume_24h"":267648993.484762,""percent_change_1h"":0.218403,""percent_change_24h"":-0.0258304,""percent_change_7d"":0.0855216,""market_cap"":245535689.99288344,""last_updated"":""2020-09-26T03:51:15.000Z""}}"
2099,"ICON","ICX","icon",61,"2017-10-27T00:00:00.000Z","[""platform"",""enterprise-solutions"",""interoperability""]",,567043717.314167,857702633.121815,,59,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":0.417898797575,""volume_24h"":12870488.6834363,""percent_change_1h"":0.381159,""percent_change_24h"":2.38384,""percent_change_7d"":-11.4835,""market_cap"":236966887.6380486,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
1684,"Qtum","QTUM","qtum",182,"2017-05-24T00:00:00.000Z","[""platform"",""smart-contracts""]",107822406,97257127.6605668,102776548,,60,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":2.37950836137,""volume_24h"":224427842.892077,""percent_change_1h"":-0.0344607,""percent_change_24h"":3.75399,""percent_change_7d"":-12.1374,""market_cap"":231424148.47114822,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
5524,"TNC Coin","TNC","tnc-coin",33,"2020-05-03T00:00:00.000Z","[]",1000000000000,2310424689,1000000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x39e743fee400a5d9b36f1167b70c10e8f06440e5""}",209,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":0.0984821241622,""volume_24h"":17067736.4217788,""percent_change_1h"":-0.105846,""percent_change_24h"":-0.466348,""percent_change_7d"":-2.35865,""market_cap"":227535531.0895103,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
5336,"Homeros","HMR","homeros",25,"2020-03-18T00:00:00.000Z","[]",10000000000,314058136.34,10000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xB1A30851E3f7d841b231B086479608e17198363A""}",210,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.717107578386,""volume_24h"":17890507.6767424,""percent_change_1h"":0.0993761,""percent_change_24h"":-0.336989,""percent_change_7d"":0.497679,""market_cap"":225213469.62319762,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
5830,"NXM","NXM","nxm",51,"2020-07-20T00:00:00.000Z","[""defi"",""insurance""]",,5597767.71953339,7520496.51236742,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xd7c49cee7e9188cca6ad8ff264c1da2e69d4cf3b""}",61,"2020-09-26T03:51:25.000Z","{""USD"":{""price"":40.1788372924,""volume_24h"":24185899.7315601,""percent_change_1h"":-0.0615155,""percent_change_24h"":4.20799,""percent_change_7d"":-19.4818,""market_cap"":224911798.4037811,""last_updated"":""2020-09-26T03:51:25.000Z""}}"
4257,"Bitball Treasure","BTRS","bitball-treasure",8,"2019-11-04T00:00:00.000Z","[]",1000000,450000,1000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x73c9275c3a2dd84b5741fd59aebf102c91eb033f""}",211,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":484.334009158,""volume_24h"":189627.838381356,""percent_change_1h"":2.37713,""percent_change_24h"":64.6098,""percent_change_7d"":157.396,""market_cap"":217950304.1211,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
2700,"Celsius","CEL","celsius",21,"2018-05-18T00:00:00.000Z","[]",,238863519.826,695658160.967,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d""}",62,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.903762334268,""volume_24h"":4152694.55408,""percent_change_1h"":-3.37074,""percent_change_24h"":10.8344,""percent_change_7d"":27.688,""market_cap"":215875852.24941647,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
3437,"ABBC Coin","ABBC","abbc-coin",38,"2018-10-12T00:00:00.000Z","[""mineable"",""dpos"",""platform"",""payments""]",1500000000,587230742,1003278750.01,,63,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.346231065694,""volume_24h"":41894740.7226585,""percent_change_1h"":-0.0970862,""percent_change_24h"":10.4296,""percent_change_7d"":19.7304,""market_cap"":203317525.61093834,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
2539,"Ren","REN","ren",101,"2018-02-21T00:00:00.000Z","[""marketplace"",""defi""]",,885405147.217013,999999632.80375,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x408e41876cccdc0f92210600ef50372656052a38""}",64,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.224554425505,""volume_24h"":80775123.7066037,""percent_change_1h"":-0.642311,""percent_change_24h"":12.4009,""percent_change_7d"":-5.3743,""market_cap"":198821644.1724863,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
1982,"Kyber Network","KNC","kyber-network",121,"2017-09-24T00:00:00.000Z","[""marketplace"",""decentralized-exchange"",""defi""]",,198035291.18204,210393142.900904,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xdd974d5c2e2928dea5f71b9825b8b646686bd200""}",65,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.983951460362,""volume_24h"":45232814.2657156,""percent_change_1h"":0.278765,""percent_change_24h"":4.89792,""percent_change_7d"":-6.3705,""market_cap"":194857113.96178216,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
4642,"Hedera Hashgraph","HBAR","hedera-hashgraph",40,"2019-09-17T00:00:00.000Z","[""dag"",""marketplace"",""enterprise-solutions"",""payments""]",,5495349135,50000000000,,66,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":0.0331418668905,""volume_24h"":11958725.4732996,""percent_change_1h"":0.0238493,""percent_change_24h"":1.33106,""percent_change_7d"":-4.02881,""market_cap"":182126129.5489943,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
3144,"ThoreCoin","THR","thorecoin",1,"2018-08-10T00:00:00.000Z","[""store-of-value"",""centralized-exchange""]",,86686.0215,100000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x1cb3209d45b2a60b7fbca1ccdbf87f674237a4aa""}",212,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":2087.93989012,""volume_24h"":46590.8077637434,""percent_change_1h"":-0.0344517,""percent_change_24h"":0.148352,""percent_change_7d"":-2.028,""market_cap"":180995202.20564997,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
5279,"Sologenic","SOLO","sologenic",16,"2020-03-06T00:00:00.000Z","[]",400000000,200001808,399997034.2645,"{""id"":52,""name"":""XRP"",""symbol"":""XRP"",""slug"":""xrp"",""token_address"":""""}",213,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":0.873997466604,""volume_24h"":4627415.56158478,""percent_change_1h"":1.30746,""percent_change_24h"":1.94502,""percent_change_7d"":-0.451414,""market_cap"":174801073.50821963,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
5329,"Largo Coin","LRG","largo-coin",4,"2020-03-17T00:00:00.000Z","[]",200000000,17005624.2073115,42749758.5673115,,214,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":10.2185355022,""volume_24h"":1825270.62000334,""percent_change_1h"":0.0593976,""percent_change_24h"":4.64025,""percent_change_7d"":3.67658,""market_cap"":173772574.6994843,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
2469,"Zilliqa","ZIL","zilliqa",113,"2018-01-25T00:00:00.000Z","[""mineable"",""platform"",""payments""]",21000000000,10459667763.1437,13751134916.1437,,67,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":0.0161408725213,""volume_24h"":32979328.2652748,""percent_change_1h"":1.19917,""percent_change_24h"":9.80895,""percent_change_7d"":-4.90648,""market_cap"":168828163.98005357,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
6758,"SushiSwap","SUSHI","sushiswap",100,"2020-08-28T00:00:00.000Z","[""defi"",""memes"",""yield-farming""]",0,119429573.269235,119429573.269235,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x6b3595068778dd592e39a122f4f5a5cf09c90fe2""}",68,"2020-09-26T03:51:29.000Z","{""USD"":{""price"":1.41295782662,""volume_24h"":59492316.3547932,""percent_change_1h"":-0.762137,""percent_change_24h"":0.364794,""percent_change_7d"":-16.2689,""market_cap"":168748950.28065234,""last_updated"":""2020-09-26T03:51:29.000Z""}}"
1104,"Augur","REP","augur",90,"2015-10-27T00:00:00.000Z","[""platform"",""defi"",""prediction-markets"",""reputation"",""ipfs""]",,11000000,11000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x1985365e9f78359a9b6ad760e32412f4a445e862""}",69,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":14.2645408095,""volume_24h"":12075766.712734,""percent_change_1h"":-0.316051,""percent_change_24h"":0.935267,""percent_change_7d"":-5.24164,""market_cap"":156909948.9045,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
5785,"STPAY","STP","stpay",3,"2020-06-29T00:00:00.000Z","[]",21000000,4330437,21000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x5c250ff9b993c6991cc4a3cc543716e53b478018""}",215,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":35.4893346866,""volume_24h"":182840.517046492,""percent_change_1h"":0.013187,""percent_change_24h"":0.166109,""percent_change_7d"":-11.0678,""market_cap"":153684328.03223607,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
1214,"Lisk","LSK","lisk",61,"2016-04-06T00:00:00.000Z","[""dpos"",""platform"",""enterprise-solutions"",""smart-contracts""]",,125938732.482076,141970788,,70,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":1.20647671637,""volume_24h"":2699065.81698597,""percent_change_1h"":-0.102358,""percent_change_24h"":1.81734,""percent_change_7d"":-12.8683,""market_cap"":151942148.42877492,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
3351,"ZB Token","ZB","zb-token",10,"2018-09-27T00:00:00.000Z","[""marketplace"",""discount-token"",""payments""]",,463288810,2100000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xbd0793332e9fb844a52a205a233ef27a5b34b927""}",71,"2020-09-26T03:51:15.000Z","{""USD"":{""price"":0.324623984898,""volume_24h"":12096553.1867252,""percent_change_1h"":-0.15929,""percent_change_24h"":-1.72523,""percent_change_7d"":4.4277,""market_cap"":150394659.66085237,""last_updated"":""2020-09-26T03:51:15.000Z""}}"
3911,"Ocean Protocol","OCEAN","ocean-protocol",28,"2019-05-06T00:00:00.000Z","[""platform"",""ai-big-data"",""filesharing"",""substrate"",""ipfs""]",1410000000,359137273.07166,613099141,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x985dd3d42de1e256d09e1c10f112bccb8015ad41""}",72,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.406045620961,""volume_24h"":13392393.7022716,""percent_change_1h"":-0.18772,""percent_change_24h"":2.21886,""percent_change_7d"":20.0648,""market_cap"":145826117.0546224,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
1168,"Decred","DCR","decred",58,"2016-02-10T00:00:00.000Z","[""mineable"",""hybrid-pow-pos"",""blake256"",""medium-of-exchange"",""store-of-value"",""privacy"",""dao""]",21000000,12049639.1292573,12049639.1292573,,73,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":12.0939887223,""volume_24h"":2585504.10985129,""percent_change_1h"":-0.289828,""percent_change_24h"":3.04729,""percent_change_7d"":-5.73468,""market_cap"":145728199.7370226,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
4679,"Band Protocol","BAND","band-protocol",83,"2019-09-18T00:00:00.000Z","[""defi"",""oracles"",""binance-chain""]",,20494032.5175,100000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xba11d00c5f74255f56a5e366f4f77f5a186d7f55""}",74,"2020-09-26T03:51:21.000Z","{""USD"":{""price"":7.01331858655,""volume_24h"":92238794.698512,""percent_change_1h"":0.431146,""percent_change_24h"":4.13799,""percent_change_7d"":17.7041,""market_cap"":143731179.16834283,""last_updated"":""2020-09-26T03:51:21.000Z""}}"
4779,"HUSD","HUSD","husd",33,"2019-10-15T00:00:00.000Z","[""pow"",""medium-of-exchange"",""stablecoin"",""stablecoin-asset-backed""]",,139801018.227758,139801018.227758,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xdf574c24545e5ffecb9a659c229253d4111d87e1""}",75,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":1.00186687422,""volume_24h"":40814653.2304823,""percent_change_1h"":0.0183358,""percent_change_24h"":-0.00410138,""percent_change_7d"":0.0691606,""market_cap"":140062009.14461714,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
2083,"Bitcoin Gold","BTG","bitcoin-gold",83,"2017-10-23T00:00:00.000Z","[""mineable"",""medium-of-exchange"",""payments""]",21000000,17513923.589,17513923.589,,76,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":7.91403403655,""volume_24h"":3586989.28233351,""percent_change_1h"":-0.0263523,""percent_change_24h"":2.67019,""percent_change_7d"":-7.45546,""market_cap"":138605787.39688194,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
